id	name
1	u,Снаряжение\0
2	u,Вещи\0
3	u,Квестовый предмет\0
4	u,Bronze\0
5	u,Steel\0
6	u,Wood\0
7	u,Bone\0
8	u,Cloth\0
9	u,Leather\0
10	u,Cotton\0
11	u,Fine Steel\0
12	u,Oriharukon\0
13	u,Damascus\0
14	u,Adamantaite\0
15	u,Blood Steel\0
16	u,Paper\0
17	u,Chrysolite\0
18	u,Silver\0
19	u,Gold\0
20	u,Adamantaite\0
21	u,Mithril\0
22	u,Horn\0
23	u,Born of Dragon\0
24	u,Crystal\0
25	u,Dyestuff\0
26	u,Cobweb\0
27	u,нет\0
28	u,Нижнее белье\0
29	u,Спина\0
30	u,Обучение\0
31	u,Шея\0
32	u,П.кисть\0
33	u,Л.кисть\0
34	u,Голова\0
35	u,П.рука\0
36	u,Л.рука\0
37	u,Перчатки\0
38	u,Грудь\0
39	u,Ноги\0
40	u,Ступни\0
41	u,Плащ\0
42	u,Двуручное\0
43	u,Меч\0
44	u,Тупое\0
45	u,Кинжал\0
46	u,Пика\0
47	u,Кастет\0
48	u,Лук\0
49	u,Посох\0
50	u,Имя\0
51	u,Ячейка\0
52	u,Вес\0
53	u,Материал\0
54	u,Ф.Защ.\0
55	u,Ф.Атк.\0
56	u,Тип Оружия\0
57	u,Описание\0
58	u,Воздух\0
59	u,Branch of Orbis Arbor\0
60	u,Branch of Worldtree\0
61	u,Brass\0
62	u,Corpse\0
63	u,Crow\0
64	u,Diamond\0
65	u,Drug\0
66	u,Eyeball\0
67	u,Feather\0
68	u,Flax\0
69	u,Fur\0
70	u,Hatching Egg\0
71	u,Insect\0
72	u,Leather of Dragon\0
73	u,Leather of Drake\0
74	u,Leather of Lion\0
75	u,Leather of Manticore\0
76	u,Leather of Puma\0
77	u,Leather of Salamander\0
78	u,Leather of Unicorn\0
79	u,Liquid\0
80	u,Parchment\0
81	u,Sand\0
82	u,Scale of Dragon\0
83	u,Silk\0
84	u,Skull\0
85	u,Skull of Wyvern\0
86	u,Water\0
87	u,Wool\0
88	u,Ур.\0
89	u,Опыт\0
90	u,HP\0
91	u,MP\0
92	u,SP\0
93	u,Боевые характеристики:\0
94	u,Ф.Атк.\0
95	u,Ф.Защ.\0
96	u,Точность\0
97	u,Уклонение\0
98	u,M.Атк.\0
99	u,M.Защ.\0
100	u,Общение\0
101	u,Карма\0
102	u,Очки славы\0
103	u,Основные показатели: \0
104	u,STR\0
105	u,DEX\0
106	u,CON\0
107	u,INT\0
108	u,WIT\0
109	u,MEN\0
110	u,Доп. параметры\0
111	u,Скор. Атаки\0
112	u,Скор. Каста\0
113	u,Крит. Атк.\0
114	u,Вес\0
115	u,Состояние\0
116	u,Оснастка\0
117	u,Вещи\0
118	u,Квестовый\0
119	u,Навыки\0
120	u,Активные\0
121	u,Пассивные\0
122	u,Заклинания\0
123	u,I\0
124	u,II\0
125	u,III\0
126	u,IV\0
127	u,Действия\0
128	u,@Клан\0
129	u,Общий\0
130	u,Группа\0
131	u,Склад\0
132	u,Вещи на складе\0
133	u,Забираемые вещи\0
134	u,Адены\0
135	u,Вознагр.\0
136	u,Магазин\0
137	u,Продажа\0
138	u,Инвентарь\0
139	u,Покупка\0
140	u,Да\0
141	u,Отменить\0
142	u,Цена\0
143	u,Цена\0
144	u,Все\0
145	u,Помощь\0
146	u,Опции\0
147	u,Перезайти\0
148	u,Выйти из игры\0
149	u,Войти в игру\0
150	u,Логин\0
151	u,Пароль\0
152	u,Войти в игру\0
153	u,Выход\0
154	u,Регистрация\0
155	u,Забыли пароль\0
156	u,Опции\0
157	u,Выбор персонажа\0
158	u,Создать\0
159	u,Удалить\0
160	u,Начать\0
161	u,Назад\0
162	u,Создать\0
163	u,Имя\0
164	u,Раса\0
165	u,Класс\0
166	u,Пол\0
167	u,Прическа\0
168	u,Цвет волос\0
169	u,Лицо\0
170	u,Человек\0
171	u,Эльф\0
172	u,Темный эльф\0
173	u,Орк\0
174	u,Гном\0
175	u,Воин\0
176	u,Волшебник\0
177	u,Мужчина\0
178	u,Женщина\0
179	u,Тип А\0
180	u,Тип B\0
181	u,Тип C\0
182	u,Тип D\0
183	u,Выбор\0
184	u,Да\0
185	u,Нет\0
186	u,Тип E\0
187	u,Тип F\0
188	u,#Группа\0
189	u,Материал\0
190	u,Цена\0
191	u,Имя\0
192	u,Кол-во\0
193	u,Система (Alt+X)\0
194	u,Статус (Alt+T)\0
195	u,Инвентарь (Alt+V)\0
196	u,Навыки и Магия (Alt+K)\0
197	u,Действия (Alt+C)\0
198	u,Задания (Alt+U)\0
199	u,Общение\0
200	u,Группа\0
201	u,Клан\0
202	u,Друзья\0
203	u,Профиль\0
204	u,Общение\0
205	u,Опции\0
206	u,Видео\0
207	u,Звук\0
208	u,Игра\0
209	u,Разрешение\0
210	u,Гамма\0
211	u,Текстуры\0
212	u,Тени\0
213	u,Текстуры земли\0
214	u,Местность\0
215	u,Персонажи\0
216	u,Звук. эффекты\0
217	u,Музыка\0
218	u,Применить\0
219	u,800х600 32бита\0
220	u,1024х768 32бита\0
221	u,1280х960 32бита\0
222	u,1280х1024 32бита\0
223	u,1600х1200 32бита\0
224	u,Высоко\0
225	u,Средне\0
226	u,Низко\0
227	u,Вкл.\0
228	u,Выкл.\0
229	u,Нижнее бельё\0
230	u,Шлем\0
231	u,Щит\0
232	u,Перчатки\0
233	u,Ботинки\0
234	u,Плащ\0
235	u,Верх. доспех\0
236	u,Ниж. доспех\0
237	u,Серьга\0
238	u,Ожерелье\0
239	u,Кольцо\0
240	u,Квестовая вещь\0
241	u,Деньги\0
242	u,Одноручное\0
243	u,Двуручное\0
244	u,Роба\0
245	u,Легкая броня\0
246	u,Тяжелая броня\0
247	u,Human Fighter\0
248	u,Warrior\0
249	u,Gladiator\0
250	u,Warlord\0
251	u,Human Knight\0
252	u,Paladin\0
253	u,Dark Avenger\0
254	u,Rogue\0
255	u,Treasure Hunter\0
256	u,Hawkeye\0
257	u,Human Mystic\0
258	u,Human Wizard\0
259	u,Sorcerer\0
260	u,Necromancer\0
261	u,Warlock\0
262	u,Cleric\0
263	u,Bishop\0
264	u,Prophet\0
265	u,Elven Fighter\0
266	u,Elven Knight\0
267	u,Temple Knight\0
268	u,Sword Singer\0
269	u,Elven Scout\0
270	u,Plains Walker\0
271	u,Silver Ranger\0
272	u,Elven Mystic\0
273	u,Elven Wizard\0
274	u,Spellsinger\0
275	u,Elemental Summoner\0
276	u,Elven Oracle\0
277	u,Elven Elder\0
278	u,Dark Fighter\0
279	u,Palus Knight\0
280	u,Shillien Knight\0
281	u,Bladedancer\0
282	u,Assassin\0
283	u,Abyss Walker\0
284	u,Phantom Ranger\0
285	u,Dark Mystic\0
286	u,Dark Wizard\0
287	u,Spellhowler\0
288	u,Phantom Summoner\0
289	u,Shillien Oracle\0
290	u,Shillien Elder\0
291	u,Orc Fighter\0
292	u,Orc Raider\0
293	u,Destroyer\0
294	u,Monk\0
295	u,Tyrant\0
296	u,Orc Mystic\0
297	u,Orc Shaman\0
298	u,Overlord\0
299	u,Warcryer\0
300	u,Dwarven Fighter\0
301	u,Scavenger\0
302	u,Bounty Hunter\0
303	u,Artisan\0
304	u,Warsmith\0
305	u,Граф. курсор\0
306	u,Очень быстро\0
307	u,Быстро\0
308	u,Нормально\0
309	u,Медленно\0
310	u,Очень медленно\0
311	u,Активное умение\0
312	u,Пассивное умение\0
313	u,Волшебство\0
314	u,Клан\0
315	u,М.Атк.\0
316	u,Скор.Атк.\0
317	u,Шанс защиты\0
318	u,Хитрость\0
319	u,М.Защ.\0
320	u,Треб. MP\0
321	u,Диапазон\0
322	u,Цена\0
323	u,М.Защ.\0
324	u,Принятые задания\0
325	u,Описание\0
326	u,Предмет\0
327	u,Отменить\0
328	u,Объявление\0
329	u,Язык\0
330	u,Пригласить\0
331	u,Звание\0
332	u,Эмблема\0
333	u,Сражение\0
334	u,Перемирие\0
335	u,Сдаться\0
336	u,Отступление\0
337	u,Выйти\0
338	u,Исключить\0
339	u,Осада\0
340	u,Война\0
341	u,Роспуск\0
342	u,Лидер\0
343	u,Замок\0
344	u,Наличие укрепления\0
345	u,Наличие замка\0
346	u,Статус\0
347	u,В сети\0
348	u,Не в сети\0
349	u,Оборона замка\0
350	u,Шейдеры\0
351	u,Частота\0
352	u,Отражения\0
353	u,Все\0
354	u,Небо\0
355	u,+Торговля\0
356	u,Система\0
357	u,Урон\0
358	u,Чат\0
359	u,Крик\0
360	u,Клан\0
361	u,Группа\0
362	u,Торговля\0
363	u,Приват\0
364	u,Список Навыков\0
365	u,Требуемое SP\0
366	u,Описание Навыка\0
367	u,Условия\0
368	u,Выучить\0
369	u,Назад\0
370	u,Миним. настройки\0
371	u,Не изучено\0
372	u,В деревню\0
373	u,В Осадный лагерь\0
374	u,В Кланхол\0
375	u,В замок\0
376	u,Эффект\0
377	u,В начало\0
378	u,Вверх\0
379	u,Избранное\0
380	u,Закладка\0
381	u,Регион\0
382	u,Клан\0
383	u,Основное\0
384	u,Сообщение\0
385	u,Отменить\0
386	u,<Частная лавочка>\0
387	u,Сообщество\0
388	u,Увелич. MP\0
389	u,Группа\0
390	u,Общение (Alt+B)\0
391	u,Клс\0
392	u,Ур\0
393	u,Имя\0
394	u,Диапазон\0
395	u,Особенности\0
396	u,Приглашение\0
397	u,Опции\0
398	u,Шепот\0
399	u,Цель\0
400	u,Авто вход\0
401	u,Показать уровень\0
402	u,Показать класс\0
403	u,Памятка\0
404	u,Исп.SoulShot(s)\0
405	u,Короткая дистанция\0
406	u,Средняя дистанция\0
407	u,Большая дистанция\0
408	u,Лидер\0
409	u,Член группы\0
410	u,Одиночка\0
411	u,Скрыто\0
412	u,Тип\0
413	u,Тема\0
414	u,Зарегистрировано\0
415	u,Администратор\0
416	u,№\0
417	u,Автор\0
418	u,Дата\0
419	u,Ответов\0
420	u,Поиск\0
421	u,Писать\0
422	u,Список\0
423	u,Войти\0
424	u,Изменить\0
425	u,Удалить\0
426	u,Ответ\0
427	u,Текст\0
428	u,Начать\0
429	u,Объявление\0
430	u,Клан\0
431	a, -\0
432	u,Скорость\0
433	u,Статус\0
434	u,Статус Персонажа (Alt+T)\0
435	u,Показать имя\0
436	u,Игрок\0
437	u,Монстры\0
438	u,Другие игроки\0
439	u,Клан\0
440	u,Группа\0
441	u,По умолчанию\0
442	u,Чат с Enter\0
443	u,Использовать\0
444	u,Чат\0
445	u,Обмен\0
446	u,Системное меню\0
447	u,Карта\0
448	u,Обучение\0
449	u,Выбор сервера\0
450	u,Раса\0
451	u,Имя\0
452	u,Статус\0
453	u,PvP\0
454	u,Возрастн. огранич.\0
455	u,Открытый Бета-сервер\0
456	u,Оффлайн\0
457	u,Доступен\0
458	u,Загружен\0
459	u,Вкл.\0
460	u,Выкл.\0
461	u,Старше 18-ти лет\0
462	u,Старше 15-ти лет\0
463	u,Слежение\0
464	u,Фильтр текстур\0
465	u,Зафиксировано\0
466	u,Онлайн\0
467	u,Загружен\0
468	u,Поштучно\0
469	u,Адены\0
470	u,Петиция\0
471	u,Текущее расположение\0
472	u,Петиция - ГМ\0
473	u,Отменить\0
474	u,Начать консультацию\0
475	u,Закончить консультацию\0
