id	name
1	u,Зона Дуэли Группы\0
2	u,Площадь Тьмы\0
3	u,Башня Вечности Принца Демона\0
4	u,Башня Вечности Ранку\0
5	u,Мастерская Тулли, 1-й этаж\0
6	u,Мастерская Тулли, 3-й этаж\0
7	u,Мастерская Тулли, 5-й этаж\0
8	u,Мастерская Тулли, 7-й этаж\0
9	u,Особняк Темного Облака\0
10	u,Кристальная Пещера\0
11	u,Сад Норнил\0
12	u,Сад Норнил\0
13	u,Подземелье Замка\0
14	u,Подземелье Замка\0
15	u,Подземелье Замка\0
16	u,Подземелье Замка\0
17	u,Подземелье Замка\0
18	u,Подземелье Замка\0
19	u,Подземелье Замка\0
20	u,Подземелье Замка\0
21	u,Подземелье Замка\0
22	u,Подземелье Монстров\0
23	u,Подземелье Монстров\0
24	u,Подземелье Монстров\0
25	u,Подземелье Монстров\0
26	u,Подземелье Монстров\0
27	u,Подземелье Монстров\0
28	u,Подземелье Монстров\0
29	u,Подземелье Монстров\0
30	u,Подземелье Монстров\0
31	u,Подземелье Монстров\0
32	u,Подземелье Монстров\0
33	u,Подземелье Монстров\0
34	u,Подземелье Монстров\0
35	u,Подземелье Монстров\0
36	u,Подземелье Монстров\0
37	u,Подземелье Монстров\0
38	u,Подземелье Монстров\0
39	u,Подземелье Монстров\0
40	u,Подземелье Монстров\0
41	u,Подземелье Монстров\0
42	u,Подземелье Монстров\0
43	u,Пайлака (Забытый Храм)\0
44	u,Пайлака (Остров Дьявола)\0
45	u,Пайлака (Лагерь Фавнов Варка)\0
46	u,Окрестности Камалоки\0
47	u,Окрестности Камалоки\0
48	u,Окрестности Камалоки\0
49	u,Окрестности Камалоки\0
50	u,Окрестности Камалоки\0
51	u,Окрестности Камалоки\0
52	u,Окрестности Камалоки\0
53	u,Окрестности Камалоки\0
54	u,Окрестности Камалоки\0
55	u,Окрестности Камалоки\0
56	u,Окрестности Камалоки\0
57	u,Камалока (Зал Бездны)\0
58	u,Камалока (Зал Бездны)\0
59	u,Земли Камалоки\0
60	u,Камалока (Зал Бездны)\0
61	u,Камалока (Зал Бездны)\0
62	u,Земли Камалоки\0
63	u,Камалока (Зал Бездны)\0
64	u,Камалока (Зал Бездны)\0
65	u,Земли Камалоки\0
66	u,Камалока (Зал Бездны)\0
67	u,Камалока (Зал Бездны)\0
68	u,Земли Камалоки\0
69	u,Камалока (Зал Бездны)\0
70	u,Камалока (Зал Бездны)\0
71	u,Земли Камалоки\0
72	u,Камалока (Зал Бездны)\0
73	u,Камалока (Лабиринт Бездны)\0
74	u,Камалока (Лабиринт Бездны)\0
75	u,Камалока (Лабиринт Бездны)\0
76	u,Камалока (Лабиринт Бездны)\0
77	u,Камалока (Лабиринт Бездны)\0
78	u,Камалока (Лабиринт Бездны)\0
79	u,Камалока (Лабиринт Бездны)\0
80	u,Замок Пайлаки\0
81	u,Замок Пайлаки\0
82	u,Замок Пайлаки\0
83	u,Замок Пайлаки\0
84	u,Замок Пайлаки\0
85	u,Замок Пайлаки\0
86	u,Замок Пайлаки\0
87	u,Замок Пайлаки\0
88	u,Замок Пайлаки\0
89	u,Замок Пайлаки\0
90	u,Замок Пайлаки\0
91	u,Замок Пайлаки\0
92	u,Замок Пайлаки\0
93	u,Замок Пайлаки\0
94	u,Замок Пайлаки\0
95	u,Замок Пайлаки\0
96	u,Замок Пайлаки\0
97	u,Замок Пайлаки\0
98	u,Замок Пайлаки\0
99	u,Замок Пайлаки\0
100	u,Замок Пайлаки\0
101	u,Замок Пайлаки\0
102	u,Замок Пайлаки\0
103	u,Замок Пайлаки\0
104	u,Замок Пайлаки\0
105	u,Замок Пайлаки\0
106	u,Замок Пайлаки\0
107	u,Замок Пайлаки\0
108	u,Замок Пайлаки\0
109	u,Замок Пайлаки\0
110	u,Семя Разрушения\0
111	u,Святая Обитель Правителей Рассвета\0
112	u,Некрополь Апостолов (Прошлое)\0
113	u,Холл Рассвета\0
114	u,Логово Короля Пиратов (Ночь)\0
115	u,Семя Бессмертия (Зал Страданий)\0
116	u,Семя Бессмертия (Зал Страданий)\0
117	u,Секретный Зал Крепости Кецеруса\0
118	u,Секретный Зал Крепости Кецеруса\0
119	u,Семя Бессмертия (Зал Гибели)\0
120	u,Семя Бессмертия (Зал Гибели)\0
121	u,Семя Бессмертия (Источник Бессмертия)\0
122	u,Семя Бессмертия (Источние Бессмертия)\0
123	u,Семя Разрушения (Жрец Армии Дракона)\0
124	u,Семя Разрушения (Воитель Армии Дракона)\0
125	u,Семя Разрушения (Воин Армии Дракона)\0
126	u,Семя Разрушения (Рыцарь Армии Дракона)\0
127	u,Грань Реальности (Восток)\0
128	u,Грань Реальности (Запад)\0
129	u,Грань Реальности (Юг)\0
130	u,Грань Реальности (Север)\0
131	u,Грань Реальности (Площадь)\0
132	u,Грань Реальности (Башня)\0
133	u,Логово Короля Пиратов (День)\0
134	u,Камалока (Лабиринт Бездны)\0
135	u,Логово Короля Пиратов (100 дн.)\0
136	u,Последнее Пристанище Короля\0
137	u,Замок Снежной Королевы\0
138	u,Мифриловая Шахта\0
139	u,Замок Снежной Королевы\0
140	u,Холл Гильдии Зинии\0
141	u,Холл Гильдии Зинии\0
142	u,Башня Вечности (5-й этаж)\0
143	u,Башня Вечности (10-й этаж)\0
144	u,Замок Снежной Королевы (финальное сражение)\0
145	u,Холл Гильдии Зинии\0
146	u,Холл Гильдии Зинии\0
147	u,Олимпиада\0
148	u,Олимпиада\0
149	u,Олимпиада\0
150	u,Олимпиада\0
151	u,Монастырь Безмолвия\0
152	u,Монастырь Безмолвия\0
153	u,Монастырь Безмолвия\0
154	u,Монастырь Безмолвия\0
155	u,Монастырь Безмолвия\0
156	u,Библиотека Мудрецов\0
157	u,Подземная Библиотека Мудрецов\0
158	u,Временная Обитель Элькардии\0
159	u,Рейд в Тюрьму Изгнанников Тьмы\0
160	u,Окрестности Камалоки\0
